,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary-class
21144,40~44,Private,*,Masters,14,Married-civ-spouse,Exec-managerial,Husband,*,Male,0~49999,0~2178,1~49,*,>50k
21145,40~44,Private,*,Masters,14,Married-civ-spouse,Exec-managerial,Husband,*,Male,0~49999,0~2178,1~49,*,>50k
21146,40~44,Private,*,Masters,14,Married-civ-spouse,Exec-managerial,Husband,*,Male,0~49999,0~2178,1~49,*,>50k
21147,40~44,Private,*,Masters,14,Married-civ-spouse,Exec-managerial,Husband,*,Male,0~49999,0~2178,1~49,*,>50k
21148,40~44,Private,*,Masters,14,Married-civ-spouse,Exec-managerial,Husband,*,Male,0~49999,0~2178,1~49,*,>50k
21149,40~44,Private,*,Masters,14,Married-civ-spouse,Exec-managerial,Husband,*,Male,0~49999,0~2178,1~49,*,<=50k
21150,40~44,Private,*,Masters,14,Married-civ-spouse,Exec-managerial,Husband,*,Male,0~49999,0~2178,1~49,*,>50k
21151,40~44,Private,*,Masters,14,Married-civ-spouse,Exec-managerial,Husband,*,Male,0~49999,0~2178,1~49,*,<=50k
21152,40~44,Private,*,Masters,14,Married-civ-spouse,Exec-managerial,Husband,*,Male,0~49999,0~2178,1~49,*,>50k
21153,45~49,Private,*,Masters,14,Married-civ-spouse,Exec-managerial,Husband,*,Male,0~49999,0~2178,40,*,>50k
21154,45~49,Private,*,Masters,14,Married-civ-spouse,Exec-managerial,Husband,*,Male,0~49999,0~2178,40,*,>50k
21155,45~49,Private,*,Masters,14,Married-civ-spouse,Exec-managerial,Husband,*,Male,0~49999,0~2178,40,*,>50k
21156,45~49,Private,*,Masters,14,Married-civ-spouse,Exec-managerial,Husband,*,Male,0~49999,0~2178,40,*,<=50k
21157,45~49,Private,*,Masters,14,Married-civ-spouse,Exec-managerial,Husband,*,Male,0~49999,0~2178,40,*,>50k
21158,45~49,Private,*,Masters,14,Married-civ-spouse,Exec-managerial,Husband,*,Male,0~49999,0~2178,40,*,>50k
21159,45~49,Private,*,Masters,14,Married-civ-spouse,Exec-managerial,Husband,*,Male,0~49999,0~2178,40,*,>50k
21160,45~49,Private,*,Masters,14,Married-civ-spouse,Exec-managerial,Husband,*,Male,0~49999,0~2178,40,*,>50k
21161,45~49,Private,*,Masters,14,Married-civ-spouse,Exec-managerial,Husband,*,Male,0~49999,0~2178,40,*,>50k
21162,45~49,Private,*,Masters,14,Married-civ-spouse,Exec-managerial,Husband,*,Male,0~49999,0~2178,40,*,<=50k
21163,45~49,Private,*,Masters,14,Married-civ-spouse,Exec-managerial,Husband,*,Male,0~49999,0~2178,40,*,>50k
21164,45~49,Private,*,Masters,14,Married-civ-spouse,Exec-managerial,Husband,*,Male,0~49999,0~2178,40,*,>50k
21165,45~49,Private,*,Masters,14,Married-civ-spouse,Exec-managerial,Husband,*,Male,0~49999,0~2178,40,*,>50k
21166,45~49,Private,*,Masters,14,Married-civ-spouse,Exec-managerial,Husband,*,Male,0~49999,0~2178,40,*,<=50k
21167,45~49,Private,*,Masters,14,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0~2178,45,United-States,>50k
21168,45~49,Private,*,Masters,14,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0~2178,45,United-States,>50k
21169,45~49,Private,*,Masters,14,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0~2178,45,United-States,>50k
21170,45~49,Private,*,Masters,14,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0~2178,45,United-States,>50k
21171,45~49,Private,*,Masters,14,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0~2178,45,United-States,>50k
21172,45~49,Private,*,Masters,14,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0~2178,45,United-States,>50k
21173,45~49,Private,*,Masters,14,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0~2178,45,United-States,>50k
21174,45~49,Private,*,Masters,14,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0~2178,45,United-States,<=50k
21175,50~59,Private,*,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50k
21176,50~59,Private,*,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50k
21177,50~59,Private,*,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50k
21178,50~59,Private,*,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50k
21179,50~54,Private,*,Masters,14,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0~2178,1~49,United-States,>50k
21180,50~54,Private,*,Masters,14,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0~2178,1~49,United-States,>50k
21181,50~54,Private,*,Masters,14,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0~2178,1~49,United-States,>50k
21182,50~54,Private,*,Masters,14,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0~2178,1~49,United-States,<=50k
21183,50~54,Private,*,Masters,14,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0~2178,1~49,United-States,>50k
21184,50~54,Private,*,Masters,14,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0~2178,1~49,United-States,>50k
21185,50~54,Private,*,Masters,14,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0~2178,1~49,United-States,>50k
21186,50~54,Private,*,Masters,14,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0~2178,1~49,United-States,>50k
21187,50~54,Private,*,Masters,14,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0~2178,1~49,United-States,>50k
21188,50~54,Private,*,Masters,14,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0~2178,1~49,United-States,>50k
21189,55~59,Private,*,Masters,14,Married-civ-spouse,Exec-managerial,Husband,*,Male,0~49999,0~2178,1~49,*,>50k
21190,55~59,Private,*,Masters,14,Married-civ-spouse,Exec-managerial,Husband,*,Male,0~49999,0~2178,1~49,*,>50k
21191,55~59,Private,*,Masters,14,Married-civ-spouse,Exec-managerial,Husband,*,Male,0~49999,0~2178,1~49,*,>50k
21192,55~59,Private,*,Masters,14,Married-civ-spouse,Exec-managerial,Husband,*,Male,0~49999,0~2178,1~49,*,>50k
21193,55~59,Private,*,Masters,14,Married-civ-spouse,Exec-managerial,Husband,*,Male,0~49999,0~2178,1~49,*,>50k
21194,55~59,Private,*,Masters,14,Married-civ-spouse,Exec-managerial,Husband,*,Male,0~49999,0~2178,1~49,*,<=50k
21195,55~59,Private,*,Masters,14,Married-civ-spouse,Exec-managerial,Husband,*,Male,0~49999,0~2178,1~49,*,>50k
21196,40~49,Self-emp-not-inc,*,Masters,14,Married-civ-spouse,Nontechnical,Husband,White,Male,0~49999,0,1~49,North America,>50k
21197,40~49,Self-emp-not-inc,*,Masters,14,Married-civ-spouse,Nontechnical,Husband,White,Male,0~49999,0,1~49,North America,>50k
21198,40~49,Self-emp-not-inc,*,Masters,14,Married-civ-spouse,Nontechnical,Husband,White,Male,0~49999,0,1~49,North America,>50k
21199,40~49,Self-emp-not-inc,*,Masters,14,Married-civ-spouse,Nontechnical,Husband,White,Male,0~49999,0,1~49,North America,<=50k
21200,40~49,Self-emp-not-inc,*,Masters,14,Married-civ-spouse,Nontechnical,Husband,White,Male,0~49999,0,1~49,North America,>50k
21201,50~59,Self-emp-not-inc,*,Masters,14,Married-civ-spouse,Nontechnical,Husband,*,Male,0~49999,0~2178,1~49,*,<=50k
21202,50~59,Self-emp-not-inc,*,Masters,14,Married-civ-spouse,Nontechnical,Husband,*,Male,0~49999,0~2178,1~49,*,>50k
21203,50~59,Self-emp-not-inc,*,Masters,14,Married-civ-spouse,Nontechnical,Husband,*,Male,0~49999,0~2178,1~49,*,>50k
21204,50~59,Self-emp-not-inc,*,Masters,14,Married-civ-spouse,Nontechnical,Husband,*,Male,0~49999,0~2178,1~49,*,<=50k
21205,50~59,Self-emp-not-inc,*,Masters,14,Married-civ-spouse,Nontechnical,Husband,*,Male,0~49999,0~2178,1~49,*,>50k
21206,50~59,Self-emp-not-inc,*,Masters,14,Married-civ-spouse,Nontechnical,Husband,*,Male,0~49999,0~2178,1~49,*,<=50k
21207,40~59,Self-emp-inc,*,Masters,14,Married-civ-spouse,Nontechnical,Husband,White,Male,0~49999,0,1~49,United-States,<=50k
21208,40~59,Self-emp-inc,*,Masters,14,Married-civ-spouse,Nontechnical,Husband,White,Male,0~49999,0,1~49,United-States,>50k
21209,40~59,Self-emp-inc,*,Masters,14,Married-civ-spouse,Nontechnical,Husband,White,Male,0~49999,0,1~49,United-States,>50k
21210,40~59,Self-emp-inc,*,Masters,14,Married-civ-spouse,Nontechnical,Husband,White,Male,0~49999,0,1~49,United-States,>50k
21211,40~59,Self-emp-inc,*,Masters,14,Married-civ-spouse,Nontechnical,Husband,White,Male,0~49999,0,1~49,United-States,>50k
21212,40~59,Self-emp-inc,*,Masters,14,Married-civ-spouse,Nontechnical,Husband,White,Male,0~49999,0,1~49,United-States,>50k
21213,40~59,Self-emp-inc,*,Masters,14,Married-civ-spouse,Nontechnical,Husband,White,Male,0~49999,0,1~49,United-States,>50k
21214,40~59,Self-emp-inc,*,Masters,14,Married-civ-spouse,Nontechnical,Husband,White,Male,0~49999,0,1~49,United-States,<=50k
21215,40~59,Self-emp-inc,*,Masters,14,Married-civ-spouse,Nontechnical,Husband,White,Male,0~49999,0,1~49,United-States,>50k
21216,40~44,Private,*,Some-college,10,Married-civ-spouse,Sales,Husband,*,Male,0~49999,0~2178,1~49,United-States,>50k
21217,40~44,Private,*,Some-college,10,Married-civ-spouse,Sales,Husband,*,Male,0~49999,0~2178,1~49,United-States,<=50k
21218,40~44,Private,*,Some-college,10,Married-civ-spouse,Sales,Husband,*,Male,0~49999,0~2178,1~49,United-States,>50k
21219,40~44,Private,*,Some-college,10,Married-civ-spouse,Sales,Husband,*,Male,0~49999,0~2178,1~49,United-States,<=50k
21220,40~44,Private,*,Some-college,10,Married-civ-spouse,Sales,Husband,*,Male,0~49999,0~2178,1~49,United-States,>50k
21221,40~44,Private,*,Some-college,10,Married-civ-spouse,Sales,Husband,*,Male,0~49999,0~2178,1~49,United-States,>50k
21222,40~44,Private,*,Some-college,10,Married-civ-spouse,Sales,Husband,*,Male,0~49999,0~2178,1~49,United-States,>50k
21223,40~44,Private,*,Some-college,10,Married-civ-spouse,Sales,Husband,*,Male,0~49999,0~2178,1~49,United-States,<=50k
21224,40~44,Private,*,Some-college,10,Married-civ-spouse,Sales,Husband,*,Male,0~49999,0~2178,1~49,United-States,>50k
21225,40~44,Private,*,Some-college,10,Married-civ-spouse,Sales,Husband,*,Male,0~49999,0~2178,1~49,United-States,>50k
21226,40~44,Private,*,Some-college,10,Married-civ-spouse,Sales,Husband,*,Male,0~49999,0~2178,1~49,United-States,<=50k
21227,40~44,Private,*,Some-college,10,Married-civ-spouse,Sales,Husband,*,Male,0~49999,0~2178,1~49,United-States,>50k
21228,40~44,Private,*,Some-college,10,Married-civ-spouse,Sales,Husband,*,Male,0~49999,0~2178,1~49,United-States,>50k
21229,40~44,Private,*,Some-college,10,Married-civ-spouse,Sales,Husband,*,Male,0~49999,0~2178,1~49,United-States,>50k
21230,40~44,Private,*,Some-college,10,Married-civ-spouse,Sales,Husband,*,Male,0~49999,0~2178,1~49,United-States,>50k
21231,40~44,Private,*,Some-college,10,Married-civ-spouse,Sales,Husband,*,Male,0~49999,0~2178,1~49,United-States,>50k
21232,40~44,Private,*,Some-college,10,Married-civ-spouse,Sales,Husband,*,Male,0~49999,0~2178,1~49,United-States,>50k
21233,40~44,Private,*,Some-college,10,Married-civ-spouse,Sales,Husband,*,Male,0~49999,0~2178,1~49,United-States,<=50k
21234,40~44,Private,*,Some-college,10,Married-civ-spouse,Sales,Husband,*,Male,0~49999,0~2178,1~49,United-States,>50k
21235,40~44,Private,*,Some-college,10,Married-civ-spouse,Sales,Husband,*,Male,0~49999,0~2178,1~49,United-States,<=50k
21236,40~44,Private,*,Some-college,10,Married-civ-spouse,Sales,Husband,*,Male,0~49999,0~2178,1~49,United-States,>50k
21237,40~44,Private,*,Some-college,10,Married-civ-spouse,Sales,Husband,*,Male,0~49999,0~2178,1~49,United-States,<=50k
21238,40~44,Private,*,Some-college,10,Married-civ-spouse,Sales,Husband,*,Male,0~49999,0~2178,1~49,United-States,>50k
21239,40~44,Private,*,Some-college,10,Married-civ-spouse,Sales,Husband,*,Male,0~49999,0~2178,1~49,United-States,>50k
21240,40~44,Private,*,Some-college,10,Married-civ-spouse,Sales,Husband,*,Male,0~49999,0~2178,1~49,United-States,<=50k
21241,45~49,Private,*,Some-college,10,Married-civ-spouse,Sales,Husband,*,Male,0~49999,0~2178,1~49,United-States,>50k
21242,45~49,Private,*,Some-college,10,Married-civ-spouse,Sales,Husband,*,Male,0~49999,0~2178,1~49,United-States,>50k
21243,45~49,Private,*,Some-college,10,Married-civ-spouse,Sales,Husband,*,Male,0~49999,0~2178,1~49,United-States,>50k
21244,45~49,Private,*,Some-college,10,Married-civ-spouse,Sales,Husband,*,Male,0~49999,0~2178,1~49,United-States,>50k
21245,45~49,Private,*,Some-college,10,Married-civ-spouse,Sales,Husband,*,Male,0~49999,0~2178,1~49,United-States,<=50k
21246,45~49,Private,*,Some-college,10,Married-civ-spouse,Sales,Husband,*,Male,0~49999,0~2178,1~49,United-States,>50k
21247,45~49,Private,*,Some-college,10,Married-civ-spouse,Sales,Husband,*,Male,0~49999,0~2178,1~49,United-States,<=50k
21248,45~49,Private,*,Some-college,10,Married-civ-spouse,Sales,Husband,*,Male,0~49999,0~2178,1~49,United-States,>50k
21249,45~49,Private,*,Some-college,10,Married-civ-spouse,Sales,Husband,*,Male,0~49999,0~2178,1~49,United-States,>50k
21250,45~49,Private,*,Some-college,10,Married-civ-spouse,Sales,Husband,*,Male,0~49999,0~2178,1~49,United-States,>50k
21251,45~49,Private,*,Some-college,10,Married-civ-spouse,Sales,Husband,*,Male,0~49999,0~2178,1~49,United-States,<=50k
21252,45~49,Private,*,Some-college,10,Married-civ-spouse,Sales,Husband,*,Male,0~49999,0~2178,1~49,United-States,<=50k
21253,45~49,Private,*,Some-college,10,Married-civ-spouse,Sales,Husband,*,Male,0~49999,0~2178,1~49,United-States,<=50k
21254,45~49,Private,*,Some-college,10,Married-civ-spouse,Sales,Husband,*,Male,0~49999,0~2178,1~49,United-States,>50k
21255,45~49,Private,*,Some-college,10,Married-civ-spouse,Sales,Husband,*,Male,0~49999,0~2178,1~49,United-States,>50k
21256,45~49,Private,*,Some-college,10,Married-civ-spouse,Sales,Husband,*,Male,0~49999,0~2178,1~49,United-States,>50k
21257,45~49,Private,*,Some-college,10,Married-civ-spouse,Sales,Husband,*,Male,0~49999,0~2178,1~49,United-States,>50k
21258,45~49,Private,*,Some-college,10,Married-civ-spouse,Sales,Husband,*,Male,0~49999,0~2178,1~49,United-States,>50k
21259,40~44,Private,*,Some-college,10,Married-civ-spouse,Exec-managerial,*,White,Male,0~49999,0~2178,1~49,North America,<=50k
21260,40~44,Private,*,Some-college,10,Married-civ-spouse,Exec-managerial,*,White,Male,0~49999,0~2178,1~49,North America,<=50k
21261,40~44,Private,*,Some-college,10,Married-civ-spouse,Exec-managerial,*,White,Male,0~49999,0~2178,1~49,North America,>50k
21262,40~44,Private,*,Some-college,10,Married-civ-spouse,Exec-managerial,*,White,Male,0~49999,0~2178,1~49,North America,<=50k
21263,40~44,Private,*,Some-college,10,Married-civ-spouse,Exec-managerial,*,White,Male,0~49999,0~2178,1~49,North America,>50k
21264,40~44,Private,*,Some-college,10,Married-civ-spouse,Exec-managerial,*,White,Male,0~49999,0~2178,1~49,North America,>50k
21265,40~44,Private,*,Some-college,10,Married-civ-spouse,Exec-managerial,*,White,Male,0~49999,0~2178,1~49,North America,>50k
21266,40~44,Private,*,Some-college,10,Married-civ-spouse,Exec-managerial,*,White,Male,0~49999,0~2178,1~49,North America,<=50k
21267,40~44,Private,*,Some-college,10,Married-civ-spouse,Exec-managerial,*,White,Male,0~49999,0~2178,1~49,North America,>50k
21268,40~44,Private,*,Some-college,10,Married-civ-spouse,Exec-managerial,*,White,Male,0~49999,0~2178,1~49,North America,>50k
21269,40~44,Private,*,Some-college,10,Married-civ-spouse,Exec-managerial,*,White,Male,0~49999,0~2178,1~49,North America,>50k
21270,40~44,Private,*,Some-college,10,Married-civ-spouse,Exec-managerial,*,White,Male,0~49999,0~2178,1~49,North America,>50k
21271,40~44,Private,*,Some-college,10,Married-civ-spouse,Exec-managerial,*,White,Male,0~49999,0~2178,1~49,North America,<=50k
21272,40~44,Private,*,Some-college,10,Married-civ-spouse,Exec-managerial,*,White,Male,0~49999,0~2178,1~49,North America,<=50k
21273,40~44,Private,*,Some-college,10,Married-civ-spouse,Exec-managerial,*,White,Male,0~49999,0~2178,1~49,North America,>50k
21274,45~49,Private,*,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,*,Male,0~49999,0~2178,1~49,United-States,<=50k
21275,45~49,Private,*,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,*,Male,0~49999,0~2178,1~49,United-States,>50k
21276,45~49,Private,*,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,*,Male,0~49999,0~2178,1~49,United-States,<=50k
21277,45~49,Private,*,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,*,Male,0~49999,0~2178,1~49,United-States,<=50k
21278,45~49,Private,*,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,*,Male,0~49999,0~2178,1~49,United-States,<=50k
21279,45~49,Private,*,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,*,Male,0~49999,0~2178,1~49,United-States,>50k
21280,45~49,Private,*,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,*,Male,0~49999,0~2178,1~49,United-States,>50k
21281,45~49,Private,*,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,*,Male,0~49999,0~2178,1~49,United-States,>50k
21282,45~49,Private,*,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,*,Male,0~49999,0~2178,1~49,United-States,>50k
21283,45~49,Private,*,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,*,Male,0~49999,0~2178,1~49,United-States,>50k
21284,45~49,Private,*,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,*,Male,0~49999,0~2178,1~49,United-States,<=50k
21285,45~49,Private,*,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,*,Male,0~49999,0~2178,1~49,United-States,<=50k
21286,45~49,Private,*,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,*,Male,0~49999,0~2178,1~49,United-States,>50k
21287,45~49,Private,*,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,*,Male,0~49999,0~2178,1~49,United-States,>50k
21288,45~49,Private,*,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,*,Male,0~49999,0~2178,1~49,United-States,>50k
21289,45~49,Private,*,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,*,Male,0~49999,0~2178,1~49,United-States,>50k
21290,40~49,Private,*,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,1~49,*,<=50k
21291,40~49,Private,*,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,1~49,*,<=50k
21292,40~49,Private,*,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,1~49,*,>50k
21293,40~49,Private,*,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,1~49,*,<=50k
21294,40~49,Private,*,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,1~49,*,<=50k
21295,40~49,Private,*,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,1~49,*,>50k
21296,40~49,Private,*,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,1~49,*,<=50k
21297,40~49,Private,*,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,1~49,*,<=50k
21298,50~54,Private,*,Some-college,10,Married-civ-spouse,Nontechnical,Husband,*,Male,0~49999,0~2178,1~49,*,>50k
21299,50~54,Private,*,Some-college,10,Married-civ-spouse,Nontechnical,Husband,*,Male,0~49999,0~2178,1~49,*,<=50k
21300,50~54,Private,*,Some-college,10,Married-civ-spouse,Nontechnical,Husband,*,Male,0~49999,0~2178,1~49,*,>50k
21301,50~54,Private,*,Some-college,10,Married-civ-spouse,Nontechnical,Husband,*,Male,0~49999,0~2178,1~49,*,>50k
21302,50~54,Private,*,Some-college,10,Married-civ-spouse,Nontechnical,Husband,*,Male,0~49999,0~2178,1~49,*,<=50k
21303,50~54,Private,*,Some-college,10,Married-civ-spouse,Nontechnical,Husband,*,Male,0~49999,0~2178,1~49,*,>50k
21304,50~54,Private,*,Some-college,10,Married-civ-spouse,Nontechnical,Husband,*,Male,0~49999,0~2178,1~49,*,>50k
21305,50~54,Private,*,Some-college,10,Married-civ-spouse,Nontechnical,Husband,*,Male,0~49999,0~2178,1~49,*,>50k
21306,50~54,Private,*,Some-college,10,Married-civ-spouse,Nontechnical,Husband,*,Male,0~49999,0~2178,1~49,*,>50k
21307,50~54,Private,*,Some-college,10,Married-civ-spouse,Nontechnical,Husband,*,Male,0~49999,0~2178,1~49,*,>50k
21308,50~54,Private,*,Some-college,10,Married-civ-spouse,Nontechnical,Husband,*,Male,0~49999,0~2178,1~49,*,>50k
21309,50~54,Private,*,Some-college,10,Married-civ-spouse,Nontechnical,Husband,*,Male,0~49999,0~2178,1~49,*,>50k
21310,50~54,Private,*,Some-college,10,Married-civ-spouse,Nontechnical,Husband,*,Male,0~49999,0~2178,1~49,*,<=50k
21311,50~54,Private,*,Some-college,10,Married-civ-spouse,Nontechnical,Husband,*,Male,0~49999,0~2178,1~49,*,>50k
21312,50~54,Private,*,Some-college,10,Married-civ-spouse,Nontechnical,Husband,*,Male,0~49999,0~2178,1~49,*,<=50k
21313,50~54,Private,*,Some-college,10,Married-civ-spouse,Nontechnical,Husband,*,Male,0~49999,0~2178,1~49,*,>50k
21314,50~54,Private,*,Some-college,10,Married-civ-spouse,Nontechnical,Husband,*,Male,0~49999,0~2178,1~49,*,>50k
21315,50~54,Private,*,Some-college,10,Married-civ-spouse,Nontechnical,Husband,*,Male,0~49999,0~2178,1~49,*,>50k
21316,50~54,Private,*,Some-college,10,Married-civ-spouse,Nontechnical,Husband,*,Male,0~49999,0~2178,1~49,*,>50k
21317,50~54,Private,*,Some-college,10,Married-civ-spouse,Nontechnical,Husband,*,Male,0~49999,0~2178,1~49,*,<=50k
21318,50~54,Private,*,Some-college,10,Married-civ-spouse,Nontechnical,Husband,*,Male,0~49999,0~2178,1~49,*,>50k
21319,50~54,Private,*,Some-college,10,Married-civ-spouse,Nontechnical,Husband,*,Male,0~49999,0~2178,1~49,*,>50k
21320,50~54,Private,*,Some-college,10,Married-civ-spouse,Nontechnical,Husband,*,Male,0~49999,0~2178,1~49,*,<=50k
21321,50~54,Private,*,Some-college,10,Married-civ-spouse,Nontechnical,Husband,*,Male,0~49999,0~2178,1~49,*,<=50k
21322,50~54,Private,*,Some-college,10,Married-civ-spouse,Nontechnical,Husband,*,Male,0~49999,0~2178,1~49,*,>50k
21323,50~54,Private,*,Some-college,10,Married-civ-spouse,Nontechnical,Husband,*,Male,0~49999,0~2178,1~49,*,<=50k
21324,50~54,Private,*,Some-college,10,Married-civ-spouse,Nontechnical,Husband,*,Male,0~49999,0~2178,1~49,*,<=50k
21325,50~54,Private,*,Some-college,10,Married-civ-spouse,Nontechnical,Husband,*,Male,0~49999,0~2178,1~49,*,<=50k
21326,50~54,Private,*,Some-college,10,Married-civ-spouse,Nontechnical,Husband,*,Male,0~49999,0~2178,1~49,*,>50k
21327,50~54,Private,*,Some-college,10,Married-civ-spouse,Nontechnical,Husband,*,Male,0~49999,0~2178,1~49,*,>50k
21328,50~54,Private,*,Some-college,10,Married-civ-spouse,Nontechnical,Husband,*,Male,0~49999,0~2178,1~49,*,>50k
21329,50~54,Private,*,Some-college,10,Married-civ-spouse,Nontechnical,Husband,*,Male,0~49999,0~2178,1~49,*,<=50k
21330,50~54,Private,*,Some-college,10,Married-civ-spouse,Nontechnical,Husband,*,Male,0~49999,0~2178,1~49,*,>50k
21331,50~54,Private,*,Some-college,10,Married-civ-spouse,Nontechnical,Husband,*,Male,0~49999,0~2178,1~49,*,>50k
21332,50~54,Private,*,Some-college,10,Married-civ-spouse,Nontechnical,Husband,*,Male,0~49999,0~2178,1~49,*,>50k
21333,50~54,Private,*,Some-college,10,Married-civ-spouse,Nontechnical,Husband,*,Male,0~49999,0~2178,1~49,*,<=50k
21334,50~54,Private,*,Some-college,10,Married-civ-spouse,Nontechnical,Husband,*,Male,0~49999,0~2178,1~49,*,<=50k
21335,50~54,Private,*,Some-college,10,Married-civ-spouse,Nontechnical,Husband,*,Male,0~49999,0~2178,1~49,*,<=50k
21336,55~59,Private,*,Some-college,10,Married-civ-spouse,Nontechnical,Husband,*,Male,0~49999,0~2178,1~49,United-States,<=50k
21337,55~59,Private,*,Some-college,10,Married-civ-spouse,Nontechnical,Husband,*,Male,0~49999,0~2178,1~49,United-States,<=50k
21338,55~59,Private,*,Some-college,10,Married-civ-spouse,Nontechnical,Husband,*,Male,0~49999,0~2178,1~49,United-States,>50k
21339,55~59,Private,*,Some-college,10,Married-civ-spouse,Nontechnical,Husband,*,Male,0~49999,0~2178,1~49,United-States,>50k
21340,55~59,Private,*,Some-college,10,Married-civ-spouse,Nontechnical,Husband,*,Male,0~49999,0~2178,1~49,United-States,>50k
21341,55~59,Private,*,Some-college,10,Married-civ-spouse,Nontechnical,Husband,*,Male,0~49999,0~2178,1~49,United-States,<=50k
21342,55~59,Private,*,Some-college,10,Married-civ-spouse,Nontechnical,Husband,*,Male,0~49999,0~2178,1~49,United-States,>50k
21343,55~59,Private,*,Some-college,10,Married-civ-spouse,Nontechnical,Husband,*,Male,0~49999,0~2178,1~49,United-States,>50k
21344,55~59,Private,*,Some-college,10,Married-civ-spouse,Nontechnical,Husband,*,Male,0~49999,0~2178,1~49,United-States,>50k
21345,55~59,Private,*,Some-college,10,Married-civ-spouse,Nontechnical,Husband,*,Male,0~49999,0~2178,1~49,United-States,>50k
21346,55~59,Private,*,Some-college,10,Married-civ-spouse,Nontechnical,Husband,*,Male,0~49999,0~2178,1~49,United-States,<=50k
21347,55~59,Private,*,Some-college,10,Married-civ-spouse,Nontechnical,Husband,*,Male,0~49999,0~2178,1~49,United-States,<=50k
21348,55~59,Private,*,Some-college,10,Married-civ-spouse,Nontechnical,Husband,*,Male,0~49999,0~2178,1~49,United-States,<=50k
21349,55~59,Private,*,Some-college,10,Married-civ-spouse,Nontechnical,Husband,*,Male,0~49999,0~2178,1~49,United-States,>50k
21350,55~59,Private,*,Some-college,10,Married-civ-spouse,Nontechnical,Husband,*,Male,0~49999,0~2178,1~49,United-States,>50k
21351,55~59,Private,*,Some-college,10,Married-civ-spouse,Nontechnical,Husband,*,Male,0~49999,0~2178,1~49,United-States,>50k
21352,55~59,Private,*,Some-college,10,Married-civ-spouse,Nontechnical,Husband,*,Male,0~49999,0~2178,1~49,United-States,>50k
21353,55~59,Private,*,Some-college,10,Married-civ-spouse,Nontechnical,Husband,*,Male,0~49999,0~2178,1~49,United-States,<=50k
21354,55~59,Private,*,Some-college,10,Married-civ-spouse,Nontechnical,Husband,*,Male,0~49999,0~2178,1~49,United-States,>50k
21355,55~59,Private,*,Some-college,10,Married-civ-spouse,Nontechnical,Husband,*,Male,0~49999,0~2178,1~49,United-States,>50k
