age;workclass;fnlwgt;education;education-num;marital-status;occupation;relationship;race;sex;capital-gain;capital-loss;hours-per-week;native-country;salary-class
20~39;Non-Government;*;HS-grad;9;Married-civ-spouse;Other;Husband;Amer-Indian-Eskimo;Male;0;0;*;United-States;<=50k
20~39;Non-Government;*;HS-grad;9;Married-civ-spouse;Other;Husband;Amer-Indian-Eskimo;Male;0;0;*;United-States;<=50k
20~39;Non-Government;*;HS-grad;9;Married-civ-spouse;Other;Husband;Amer-Indian-Eskimo;Male;0;0;*;United-States;<=50k
20~39;Private;*;High School;7~16;Married-civ-spouse;Other;Husband;Other;Male;0;0;*;North America;<=50k
20~39;Private;*;High School;7~16;Married-civ-spouse;Other;Husband;Other;Male;0;0;*;North America;<=50k
20~39;Private;*;High School;7~16;Married-civ-spouse;Other;Husband;Other;Male;0;0;*;North America;<=50k
20~39;Private;*;High School;7~16;Married-civ-spouse;Other;Husband;Other;Male;0;0;*;North America;<=50k
20~39;Private;*;High School;7~16;Married-civ-spouse;Other;Husband;Other;Male;0;0;*;North America;<=50k
20~39;Private;*;High School;7~16;Married-civ-spouse;Other;Husband;Other;Male;0;0;*;North America;<=50k
20~39;Private;*;High School;7~16;Married-civ-spouse;Other;Husband;Other;Male;0;0;*;North America;<=50k
20~24;Private;*;HS-grad;9;Married-civ-spouse;Other;Husband;Black;Male;0;0;1~49;United-States;<=50k
20~24;Private;*;HS-grad;9;Married-civ-spouse;Other;Husband;Black;Male;0;0;1~49;United-States;<=50k
20~24;Private;*;HS-grad;9;Married-civ-spouse;Other;Husband;Black;Male;0;0;1~49;United-States;<=50k
20~24;Private;*;HS-grad;9;Married-civ-spouse;Other;Husband;Black;Male;0;0;1~49;United-States;<=50k
20~24;Private;*;HS-grad;9;Married-civ-spouse;Other;Husband;Black;Male;0;0;1~49;United-States;<=50k
25~29;Private;*;HS-grad;9;Married-civ-spouse;Other;Husband;Black;Male;0;0;1~49;United-States;<=50k
25~29;Private;*;HS-grad;9;Married-civ-spouse;Other;Husband;Black;Male;0;0;1~49;United-States;<=50k
25~29;Private;*;HS-grad;9;Married-civ-spouse;Other;Husband;Black;Male;0;0;1~49;United-States;<=50k
25~29;Private;*;HS-grad;9;Married-civ-spouse;Other;Husband;Black;Male;0;0;1~49;United-States;<=50k
25~29;Private;*;HS-grad;9;Married-civ-spouse;Other;Husband;Black;Male;0;0;1~49;United-States;<=50k
25~29;Private;*;HS-grad;9;Married-civ-spouse;Other;Husband;Black;Male;0;0;1~49;United-States;<=50k
25~29;Private;*;HS-grad;9;Married-civ-spouse;Other;Husband;Black;Male;0;0;1~49;United-States;<=50k
25~29;Private;*;HS-grad;9;Married-civ-spouse;Other;Husband;Black;Male;0;0;1~49;United-States;<=50k
30~34;Non-Government;*;High School;7~16;Married-civ-spouse;Other;Husband;Black;Male;0;0;1~49;North America;<=50k
30~34;Non-Government;*;High School;7~16;Married-civ-spouse;Other;Husband;Black;Male;0;0;1~49;North America;<=50k
30~34;Non-Government;*;High School;7~16;Married-civ-spouse;Other;Husband;Black;Male;0;0;1~49;North America;<=50k
30~34;Non-Government;*;High School;7~16;Married-civ-spouse;Other;Husband;Black;Male;0;0;1~49;North America;<=50k
30~34;Non-Government;*;High School;7~16;Married-civ-spouse;Other;Husband;Black;Male;0;0;1~49;North America;<=50k
30~34;Non-Government;*;High School;7~16;Married-civ-spouse;Other;Husband;Black;Male;0;0;1~49;North America;<=50k
30~34;Non-Government;*;High School;7~16;Married-civ-spouse;Other;Husband;Black;Male;0;0;1~49;North America;<=50k
30~34;Non-Government;*;High School;7~16;Married-civ-spouse;Other;Husband;Black;Male;0;0;1~49;North America;<=50k
30~34;Non-Government;*;High School;7~16;Married-civ-spouse;Other;Husband;Black;Male;0;0;1~49;North America;<=50k
30~34;Non-Government;*;High School;7~16;Married-civ-spouse;Other;Husband;Black;Male;0;0;1~49;North America;<=50k
30~34;Non-Government;*;High School;7~16;Married-civ-spouse;Other;Husband;Black;Male;0;0;1~49;North America;<=50k
35~39;Private;*;High School;7~16;Married-civ-spouse;Other;Husband;Black;Male;0~49999;0~2178;1~49;North America;<=50k
35~39;Private;*;High School;7~16;Married-civ-spouse;Other;Husband;Black;Male;0~49999;0~2178;1~49;North America;<=50k
35~39;Private;*;High School;7~16;Married-civ-spouse;Other;Husband;Black;Male;0~49999;0~2178;1~49;North America;<=50k
35~39;Private;*;High School;7~16;Married-civ-spouse;Other;Husband;Black;Male;0~49999;0~2178;1~49;North America;<=50k
35~39;Private;*;High School;7~16;Married-civ-spouse;Other;Husband;Black;Male;0~49999;0~2178;1~49;North America;<=50k
35~39;Private;*;High School;7~16;Married-civ-spouse;Other;Husband;Black;Male;0~49999;0~2178;1~49;North America;>50k
35~39;Private;*;High School;7~16;Married-civ-spouse;Other;Husband;Black;Male;0~49999;0~2178;1~49;North America;<=50k
35~39;Private;*;High School;7~16;Married-civ-spouse;Other;Husband;Black;Male;0~49999;0~2178;1~49;North America;<=50k
35~39;Private;*;High School;7~16;Married-civ-spouse;Other;Husband;Black;Male;0~49999;0~2178;1~49;North America;<=50k
35~39;Private;*;High School;7~16;Married-civ-spouse;Other;Husband;Black;Male;0~49999;0~2178;1~49;North America;>50k
35~39;Private;*;High School;7~16;Married-civ-spouse;Other;Husband;Black;Male;0~49999;0~2178;1~49;North America;>50k
35~39;Private;*;High School;7~16;Married-civ-spouse;Other;Husband;Black;Male;0~49999;0~2178;1~49;North America;<=50k
20~39;Non-Government;*;HS-grad;9;Married-civ-spouse;Other;Husband;Black;Male;0;0;49~99;United-States;<=50k
20~39;Non-Government;*;HS-grad;9;Married-civ-spouse;Other;Husband;Black;Male;0;0;49~99;United-States;>50k
20~39;Non-Government;*;HS-grad;9;Married-civ-spouse;Other;Husband;Black;Male;0;0;49~99;United-States;>50k
20~39;Non-Government;*;HS-grad;9;Married-civ-spouse;Other;Husband;Black;Male;0;0;49~99;United-States;<=50k
20~39;Private;*;High School;7~16;spouse present;Other;Other-relative;*;*;0;0;*;United-States;<=50k
20~39;Private;*;High School;7~16;spouse present;Other;Other-relative;*;*;0;0;*;United-States;<=50k
20~39;Private;*;High School;7~16;spouse present;Other;Other-relative;*;*;0;0;*;United-States;<=50k
20~39;Private;*;High School;7~16;spouse present;Other;Other-relative;*;*;0;0;*;United-States;<=50k
20~39;Private;*;High School;7~16;spouse present;Other;Other-relative;*;*;0;0;*;United-States;<=50k
20~39;Private;*;High School;7~16;spouse present;Other;Other-relative;*;*;0;0;*;United-States;<=50k
20~39;Private;*;High School;7~16;spouse present;Other;Other-relative;*;*;0;0;*;United-States;<=50k
20~39;Private;*;High School;7~16;spouse present;Other;Other-relative;*;*;0;0;*;United-States;<=50k
20~39;Private;*;High School;7~16;spouse present;Other;Other-relative;*;*;0;0;*;United-States;<=50k
20~29;Private;*;High School;7~16;Married-civ-spouse;Nontechnical;Own-child;*;Male;0;0;1~49;United-States;<=50k
20~29;Private;*;High School;7~16;Married-civ-spouse;Nontechnical;Own-child;*;Male;0;0;1~49;United-States;>50k
20~29;Private;*;High School;7~16;Married-civ-spouse;Nontechnical;Own-child;*;Male;0;0;1~49;United-States;<=50k
20~29;Private;*;High School;7~16;Married-civ-spouse;Nontechnical;Own-child;*;Male;0;0;1~49;United-States;<=50k
20~29;Private;*;High School;7~16;Married-civ-spouse;Nontechnical;Own-child;*;Male;0;0;1~49;United-States;<=50k
20~24;Private;*;HS-grad;9;Married-civ-spouse;Sales;Husband;*;Male;0;*;1~49;North America;<=50k
20~24;Private;*;HS-grad;9;Married-civ-spouse;Sales;Husband;*;Male;0;*;1~49;North America;<=50k
20~24;Private;*;HS-grad;9;Married-civ-spouse;Sales;Husband;*;Male;0;*;1~49;North America;<=50k
20~24;Private;*;HS-grad;9;Married-civ-spouse;Sales;Husband;*;Male;0;*;1~49;North America;<=50k
20~24;Private;*;HS-grad;9;Married-civ-spouse;Sales;Husband;*;Male;0;*;1~49;North America;<=50k
20~24;Private;*;HS-grad;9;Married-civ-spouse;Sales;Husband;*;Male;0;*;1~49;North America;<=50k
20~24;Private;*;HS-grad;9;Married-civ-spouse;Sales;Husband;*;Male;0;*;1~49;North America;<=50k
20~24;Private;*;HS-grad;9;Married-civ-spouse;Sales;Husband;*;Male;0;*;1~49;North America;<=50k
20~24;Private;*;HS-grad;9;Married-civ-spouse;Sales;Husband;*;Male;0;*;1~49;North America;<=50k
20~24;Private;*;HS-grad;9;Married-civ-spouse;Sales;Husband;*;Male;0;*;1~49;North America;<=50k
20~24;Private;*;HS-grad;9;Married-civ-spouse;Sales;Husband;*;Male;0;*;1~49;North America;<=50k
20~24;Private;*;HS-grad;9;Married-civ-spouse;Sales;Husband;*;Male;0;*;1~49;North America;<=50k
20~24;Private;*;HS-grad;9;Married-civ-spouse;Sales;Husband;*;Male;0;*;1~49;North America;<=50k
20~24;Private;*;HS-grad;9;Married-civ-spouse;Sales;Husband;*;Male;0;*;1~49;North America;<=50k
25~29;Private;*;HS-grad;9;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;North America;<=50k
25~29;Private;*;HS-grad;9;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;North America;<=50k
25~29;Private;*;HS-grad;9;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;North America;<=50k
25~29;Private;*;HS-grad;9;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;North America;<=50k
25~29;Private;*;HS-grad;9;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;North America;<=50k
25~29;Private;*;HS-grad;9;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;North America;<=50k
25~29;Private;*;HS-grad;9;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;North America;>50k
25~29;Private;*;HS-grad;9;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;North America;<=50k
25~29;Private;*;HS-grad;9;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;North America;<=50k
25~29;Private;*;HS-grad;9;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;North America;<=50k
25~29;Private;*;HS-grad;9;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;North America;<=50k
25~29;Private;*;HS-grad;9;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;North America;<=50k
25~29;Private;*;HS-grad;9;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;North America;<=50k
25~29;Private;*;HS-grad;9;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;North America;<=50k
25~29;Private;*;HS-grad;9;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;North America;<=50k
25~29;Private;*;HS-grad;9;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;North America;<=50k
25~29;Private;*;HS-grad;9;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;North America;<=50k
25~29;Private;*;HS-grad;9;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;North America;<=50k
25~29;Private;*;HS-grad;9;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;North America;<=50k
25~29;Private;*;HS-grad;9;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;North America;<=50k
25~29;Private;*;HS-grad;9;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;North America;<=50k
20~29;Private;*;HS-grad;9;Married-civ-spouse;Exec-managerial;Husband;*;Male;0~49999;0;1~49;*;<=50k
20~29;Private;*;HS-grad;9;Married-civ-spouse;Exec-managerial;Husband;*;Male;0~49999;0;1~49;*;<=50k
20~29;Private;*;HS-grad;9;Married-civ-spouse;Exec-managerial;Husband;*;Male;0~49999;0;1~49;*;<=50k
20~29;Private;*;HS-grad;9;Married-civ-spouse;Exec-managerial;Husband;*;Male;0~49999;0;1~49;*;>50k
20~29;Private;*;HS-grad;9;Married-civ-spouse;Exec-managerial;Husband;*;Male;0~49999;0;1~49;*;>50k
20~29;Private;*;HS-grad;9;Married-civ-spouse;Exec-managerial;Husband;*;Male;0~49999;0;1~49;*;<=50k
20~29;Private;*;HS-grad;9;Married-civ-spouse;Exec-managerial;Husband;*;Male;0~49999;0;1~49;*;<=50k
20~29;Private;*;HS-grad;9;Married-civ-spouse;Exec-managerial;Husband;*;Male;0~49999;0;1~49;*;<=50k
20~29;Private;*;HS-grad;9;Married-civ-spouse;Exec-managerial;Husband;*;Male;0~49999;0;1~49;*;>50k
20~29;Private;*;HS-grad;9;Married-civ-spouse;Exec-managerial;Husband;*;Male;0~49999;0;1~49;*;<=50k
20~29;Private;*;HS-grad;9;Married-civ-spouse;Exec-managerial;Husband;*;Male;0~49999;0;1~49;*;>50k
20~29;Private;*;HS-grad;9;Married-civ-spouse;Exec-managerial;Husband;*;Male;0~49999;0;1~49;*;<=50k
20~24;Private;*;HS-grad;9;Married-civ-spouse;Handlers-cleaners;Husband;*;Male;0~49999;0;1~49;*;<=50k
20~24;Private;*;HS-grad;9;Married-civ-spouse;Handlers-cleaners;Husband;*;Male;0~49999;0;1~49;*;<=50k
20~24;Private;*;HS-grad;9;Married-civ-spouse;Handlers-cleaners;Husband;*;Male;0~49999;0;1~49;*;<=50k
20~24;Private;*;HS-grad;9;Married-civ-spouse;Handlers-cleaners;Husband;*;Male;0~49999;0;1~49;*;<=50k
20~24;Private;*;HS-grad;9;Married-civ-spouse;Handlers-cleaners;Husband;*;Male;0~49999;0;1~49;*;<=50k
20~24;Private;*;HS-grad;9;Married-civ-spouse;Handlers-cleaners;Husband;*;Male;0~49999;0;1~49;*;<=50k
20~24;Private;*;HS-grad;9;Married-civ-spouse;Handlers-cleaners;Husband;*;Male;0~49999;0;1~49;*;<=50k
20~24;Private;*;HS-grad;9;Married-civ-spouse;Handlers-cleaners;Husband;*;Male;0~49999;0;1~49;*;>50k
20~24;Private;*;HS-grad;9;Married-civ-spouse;Handlers-cleaners;Husband;*;Male;0~49999;0;1~49;*;<=50k
20~24;Private;*;HS-grad;9;Married-civ-spouse;Handlers-cleaners;Husband;*;Male;0~49999;0;1~49;*;<=50k
20~24;Private;*;HS-grad;9;Married-civ-spouse;Handlers-cleaners;Husband;*;Male;0~49999;0;1~49;*;<=50k
20~24;Private;*;HS-grad;9;Married-civ-spouse;Handlers-cleaners;Husband;*;Male;0~49999;0;1~49;*;<=50k
20~24;Private;*;HS-grad;9;Married-civ-spouse;Handlers-cleaners;Husband;*;Male;0~49999;0;1~49;*;<=50k
20~24;Private;*;HS-grad;9;Married-civ-spouse;Handlers-cleaners;Husband;*;Male;0~49999;0;1~49;*;<=50k
20~24;Private;*;HS-grad;9;Married-civ-spouse;Handlers-cleaners;Husband;*;Male;0~49999;0;1~49;*;<=50k
20~24;Private;*;HS-grad;9;Married-civ-spouse;Handlers-cleaners;Husband;*;Male;0~49999;0;1~49;*;<=50k
20~24;Private;*;HS-grad;9;Married-civ-spouse;Handlers-cleaners;Husband;*;Male;0~49999;0;1~49;*;<=50k
25~29;Private;*;HS-grad;9;Married-civ-spouse;Handlers-cleaners;Husband;*;Male;0;0;1~49;North America;>50k
25~29;Private;*;HS-grad;9;Married-civ-spouse;Handlers-cleaners;Husband;*;Male;0;0;1~49;North America;>50k
25~29;Private;*;HS-grad;9;Married-civ-spouse;Handlers-cleaners;Husband;*;Male;0;0;1~49;North America;<=50k
25~29;Private;*;HS-grad;9;Married-civ-spouse;Handlers-cleaners;Husband;*;Male;0;0;1~49;North America;<=50k
25~29;Private;*;HS-grad;9;Married-civ-spouse;Handlers-cleaners;Husband;*;Male;0;0;1~49;North America;<=50k
25~29;Private;*;HS-grad;9;Married-civ-spouse;Handlers-cleaners;Husband;*;Male;0;0;1~49;North America;<=50k
25~29;Private;*;HS-grad;9;Married-civ-spouse;Handlers-cleaners;Husband;*;Male;0;0;1~49;North America;<=50k
25~29;Private;*;HS-grad;9;Married-civ-spouse;Handlers-cleaners;Husband;*;Male;0;0;1~49;North America;<=50k
25~29;Private;*;HS-grad;9;Married-civ-spouse;Handlers-cleaners;Husband;*;Male;0;0;1~49;North America;<=50k
25~29;Private;*;HS-grad;9;Married-civ-spouse;Handlers-cleaners;Husband;*;Male;0;0;1~49;North America;<=50k
25~29;Private;*;HS-grad;9;Married-civ-spouse;Handlers-cleaners;Husband;*;Male;0;0;1~49;North America;<=50k
25~29;Private;*;HS-grad;9;Married-civ-spouse;Handlers-cleaners;Husband;*;Male;0;0;1~49;North America;<=50k
25~29;Private;*;HS-grad;9;Married-civ-spouse;Handlers-cleaners;Husband;*;Male;0;0;1~49;North America;<=50k
25~29;Private;*;HS-grad;9;Married-civ-spouse;Handlers-cleaners;Husband;*;Male;0;0;1~49;North America;<=50k
25~29;Private;*;HS-grad;9;Married-civ-spouse;Handlers-cleaners;Husband;*;Male;0;0;1~49;North America;<=50k
25~29;Private;*;HS-grad;9;Married-civ-spouse;Handlers-cleaners;Husband;*;Male;0;0;1~49;North America;<=50k
25~29;Private;*;HS-grad;9;Married-civ-spouse;Handlers-cleaners;Husband;*;Male;0;0;1~49;North America;<=50k
25~29;Private;*;HS-grad;9;Married-civ-spouse;Handlers-cleaners;Husband;*;Male;0;0;1~49;North America;<=50k
25~29;Private;*;HS-grad;9;Married-civ-spouse;Handlers-cleaners;Husband;*;Male;0;0;1~49;North America;<=50k
25~29;Private;*;HS-grad;9;Married-civ-spouse;Handlers-cleaners;Husband;*;Male;0;0;1~49;North America;<=50k
25~29;Private;*;HS-grad;9;Married-civ-spouse;Handlers-cleaners;Husband;*;Male;0;0;1~49;North America;>50k
25~29;Private;*;HS-grad;9;Married-civ-spouse;Handlers-cleaners;Husband;*;Male;0;0;1~49;North America;<=50k
25~29;Private;*;HS-grad;9;Married-civ-spouse;Handlers-cleaners;Husband;*;Male;0;0;1~49;North America;<=50k
25~29;Private;*;HS-grad;9;Married-civ-spouse;Handlers-cleaners;Husband;*;Male;0;0;1~49;North America;<=50k
25~29;Private;*;HS-grad;9;Married-civ-spouse;Handlers-cleaners;Husband;*;Male;0;0;1~49;North America;<=50k
20~29;Private;*;11th;7;Married-civ-spouse;Nontechnical;Husband;*;Male;0~49999;0~2178;40;*;<=50k
20~29;Private;*;11th;7;Married-civ-spouse;Nontechnical;Husband;*;Male;0~49999;0~2178;40;*;<=50k
20~29;Private;*;11th;7;Married-civ-spouse;Nontechnical;Husband;*;Male;0~49999;0~2178;40;*;<=50k
20~29;Private;*;11th;7;Married-civ-spouse;Nontechnical;Husband;*;Male;0~49999;0~2178;40;*;<=50k
20~29;Private;*;11th;7;Married-civ-spouse;Nontechnical;Husband;*;Male;0~49999;0~2178;40;*;>50k
20~29;Private;*;11th;7;Married-civ-spouse;Nontechnical;Husband;*;Male;0~49999;0~2178;40;*;<=50k
20~29;Private;*;11th;7;Married-civ-spouse;Nontechnical;Husband;*;Male;0~49999;0~2178;40;*;<=50k
20~29;Private;*;11th;7;Married-civ-spouse;Nontechnical;Husband;*;Male;0~49999;0~2178;40;*;<=50k
20~29;Private;*;11th;7;Married-civ-spouse;Nontechnical;Husband;*;Male;0~49999;0~2178;40;*;<=50k
20~29;Private;*;11th;7;Married-civ-spouse;Nontechnical;Husband;*;Male;0~49999;0~2178;40;*;<=50k
30~34;Private;*;High School;7~16;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;*;>50k
30~34;Private;*;High School;7~16;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;*;>50k
30~34;Private;*;High School;7~16;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;*;<=50k
30~34;Private;*;High School;7~16;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;*;>50k
30~34;Private;*;High School;7~16;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;*;<=50k
30~34;Private;*;High School;7~16;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;*;<=50k
30~34;Private;*;High School;7~16;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;*;<=50k
30~34;Private;*;High School;7~16;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;*;<=50k
30~34;Private;*;High School;7~16;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;*;>50k
30~34;Private;*;High School;7~16;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;*;>50k
30~34;Private;*;High School;7~16;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;*;<=50k
30~34;Private;*;High School;7~16;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;*;<=50k
30~34;Private;*;High School;7~16;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;*;<=50k
30~34;Private;*;High School;7~16;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;*;<=50k
30~34;Private;*;High School;7~16;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;*;<=50k
30~34;Private;*;High School;7~16;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;*;<=50k
30~34;Private;*;High School;7~16;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;*;<=50k
30~34;Private;*;High School;7~16;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;*;>50k
30~34;Private;*;High School;7~16;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;*;>50k
30~34;Private;*;High School;7~16;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;*;<=50k
30~34;Private;*;High School;7~16;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;*;<=50k
30~34;Private;*;High School;7~16;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;*;<=50k
30~34;Private;*;High School;7~16;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;*;>50k
30~34;Private;*;High School;7~16;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;*;>50k
30~34;Private;*;High School;7~16;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;*;>50k
30~34;Private;*;High School;7~16;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;*;>50k
30~34;Private;*;High School;7~16;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;*;>50k
35~39;Private;*;HS-grad;9;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;*;>50k
35~39;Private;*;HS-grad;9;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;*;>50k
35~39;Private;*;HS-grad;9;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;*;<=50k
35~39;Private;*;HS-grad;9;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;*;<=50k
35~39;Private;*;HS-grad;9;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;*;<=50k
35~39;Private;*;HS-grad;9;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;*;<=50k
35~39;Private;*;HS-grad;9;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;*;<=50k
35~39;Private;*;HS-grad;9;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;*;<=50k
35~39;Private;*;HS-grad;9;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;*;>50k
35~39;Private;*;HS-grad;9;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;*;>50k
35~39;Private;*;HS-grad;9;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;*;>50k
35~39;Private;*;HS-grad;9;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;*;>50k
35~39;Private;*;HS-grad;9;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;*;<=50k
35~39;Private;*;HS-grad;9;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;*;>50k
35~39;Private;*;HS-grad;9;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;*;<=50k
35~39;Private;*;HS-grad;9;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;*;>50k
35~39;Private;*;HS-grad;9;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;*;<=50k
35~39;Private;*;HS-grad;9;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;*;>50k
35~39;Private;*;HS-grad;9;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;*;>50k
35~39;Private;*;HS-grad;9;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;*;<=50k
35~39;Private;*;HS-grad;9;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;*;>50k
35~39;Private;*;HS-grad;9;Married-civ-spouse;Sales;Husband;*;Male;0~49999;0~2178;1~49;*;<=50k
30~34;Private;*;HS-grad;9;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0~2178;1~49;*;>50k
30~34;Private;*;HS-grad;9;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0~2178;1~49;*;<=50k
30~34;Private;*;HS-grad;9;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0~2178;1~49;*;<=50k
30~34;Private;*;HS-grad;9;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0~2178;1~49;*;>50k
30~34;Private;*;HS-grad;9;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0~2178;1~49;*;>50k
30~34;Private;*;HS-grad;9;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0~2178;1~49;*;>50k
30~34;Private;*;HS-grad;9;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0~2178;1~49;*;<=50k
30~34;Private;*;HS-grad;9;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0~2178;1~49;*;<=50k
30~34;Private;*;HS-grad;9;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0~2178;1~49;*;<=50k
30~34;Private;*;HS-grad;9;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0~2178;1~49;*;<=50k
30~34;Private;*;HS-grad;9;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0~2178;1~49;*;>50k
30~34;Private;*;HS-grad;9;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0~2178;1~49;*;>50k
30~34;Private;*;HS-grad;9;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0~2178;1~49;*;<=50k
30~34;Private;*;HS-grad;9;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0~2178;1~49;*;<=50k
30~34;Private;*;HS-grad;9;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0~2178;1~49;*;<=50k
30~34;Private;*;HS-grad;9;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0~2178;1~49;*;>50k
30~34;Private;*;HS-grad;9;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0~2178;1~49;*;<=50k
30~34;Private;*;HS-grad;9;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0~2178;1~49;*;<=50k
36;Private;*;HS-grad;9;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0;1~49;United-States;<=50k
36;Private;*;HS-grad;9;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0;1~49;United-States;<=50k
